"","id","identification","molecule","forme","couleur","pourcentage","coupe","presencecoupe","paracetamol","X6MAM","noscapine","cafeine","levamisole","phenacetine","hydroxyzine","lidocaine","procaine","papaverine","dextrometorphane","morphine","comprime","date","topic_id","date_rendu","provenance","molecule_correct","molecule_simp","famille"
"2173",2187,"RDRAD242107","4-MMC","Poudre","Transparent sans couleur ","26","4MMC 94% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-11,0,1705621742,"","4-MMC (mephedrone)","4-MMC (mephedrone)","Cathinones"
"2174",2728,"PSY242563","Kétamine","Poudre","Marron","THC prépondérant ","Kétamine 106% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-24,0,1730807342,"Livreur","Kétamine","Kétamine","Kétamine"
"2175",839,"PSY254039","2-MMC","Nourriture","Marron","NQ","2MMC 92% équivalent chlorhydrate
traces de Cocaïne (<1%)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-22,0,1748976543,"Deep web / dark web","2-MMC","2-MMC","Cathinones"
"2176",1609,"PSY241062","MDMA","Herbe","","Tramadol","MDMA 27% équivalent chlorhydrate
attention, en l'absence d'un comprimé complet nous ne pouvons rendre de résultat en mg ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-05,0,1748458142,"Deep web / dark web","MDMA","MDMA","MDMA"
"2177",1929,"PSYCHO242605","MDMA","Poudre","rose","81","MDMA 25% équivalent chlorhydrate
attention, en l'absence d'un comprimé complet nous ne pouvons rendre de résultat en mg ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-12,0,1727117342,"Réseaux sociaux en ligne","MDMA","MDMA","MDMA"
"2178",937,"PSY23506","Kétamine","Poudre","blanc","81","Kétamine 108% équivalent chlorydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-02,0,1744807743,"Deep web / dark web","Kétamine","Kétamine","Kétamine"
"2179",1614,"RDRAD242362","Cocaïne","","marron","82","Nous détectons dans cet échantillon de la cocaïne 77% équivalent chlorhydrate, ainsi que de la procaïne (8% eq base,10% eq HCl); de la caféine (4%) et de la phénacétine (5%)
incertitude sur les teneurs +/-10%",1,0,0,0,0,0,0,0,0,8,0,0,0,0,2024-04-27,0,1700833742,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"2180",1264,"PSY253812","Legal cocaine, surement un melange de cathinones","Poudre","Blanc","81","Bonjour
pour information nous détectons de la procaïne (6% eq base 7% eq HCl) et une cathinone non identifée

Nous avons réalisé un SINTES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-26,0,1737748142,"Deep web / dark web","Legal cocaine, surement un melange de cathinones","Legal cocaine, surement un melange de cathinones",NA
"2181",1043,"PSY254126","Fumarate MiPT (N-méthyl-N-isopropyltryptamine)","Poudre","","79","Nous avons réalisé un envoi SINTES (17/12/2024)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-27,79012,1727873341,"Deep web / dark web","Fumarate MiPT (N-méthyl-N-isopropyltryptamine)","MiPT","Hallucinogènes"
"2182",2084,"RDRAD23561","Cocaïne","Cristal","","85","Présence de cocaine, caféine NQ car 10 mg de produit

Nous avons reçu ce jour cet échantillon 

ATTENTION : merci de veiller à utiliser une enveloppe neuve et qui ferme bien ..... Lors de la réception l'enveloppe était ouverte et le produit visible .. De plus, merci de mettre l'annotation à imprimer ou à réécrire avec le produit. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07-24,0,1719341342,"","Cocaïne","Cocaïne","Cocaïne"
"2183",1306,"PSY253517","MDMA","Poudre","blanc un peu jaune orangé","42","MDMA 51% équivalent chlorhydrate 
soit 157 mg de MDMA ",0,0,0,0,0,0,0,0,0,0,0,0,0,157,2024-07-25,0,1715107741,"Deep web / dark web","MDMA","MDMA","MDMA"
"2184",412,"PSY253628","MDMA","Poudre","blanc/beige","47","MDMA 28% équivalent chlorhydrate
soit 134 mg de MDMA ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-03,0,1732542542,"Deep web / dark web","MDMA","MDMA","MDMA"
"2185",2404,"RDRAD23679","Cocaïne","poudre","",NA,"Cocaïne 86% équivalent chlorhydrate
Paracétamol 6%",1,6,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-11,0,1689943742,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"2186",3163,"PSY241658","MDMA","Cristal","marron","NQ","ATTENTION  Merci de mettre comme molécule attendue celle que vous achetez.... 

4MMC 90% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-12,0,1690584541,"Livreur","MDMA","MDMA","MDMA"
"2187",3079,"PSY241495","MDMA","comprimé","blanc","29","MDMA 99% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-29,0,1733428141,"","MDMA","MDMA","MDMA"
"2188",2512,"PSY23592","Cocaïne","Poudre","blanc","0","Cocaïne 66% équivalent chlorhydrate
Caféine 28%",1,0,0,0,28,0,0,0,0,0,0,0,0,0,2024-07-02,0,1712270942,"Dealer de rue (four)","Cocaïne","Cocaïne","Cocaïne"
"2189",1465,"RDRAD254422","3-MMC","","bleu vert noir - anonymous","90","3-MMC 93% équivalent chlorhydrate

C'est le premier échantillon de vrai 3 que nous analysons depuis le début de l'été ! ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-03,0,1720003741,"","3-MMC","3-MMC","Cathinones"
"2190",613,"PSY243034","Cocaïne","Poudre","beige/gris","1","Cocaïne 93% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,261,2025-05-19,0,1732016942,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"2191",2712,"PSY242030","Cocaine opiacés amphétamines ","Poudre","blanc","","Nous ne détectons que de la cocaïne uniquement
à hauteur de 90% équivalent chlorhydrate. Incertitude sur les mesures +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-24,0,1744656543,"Deep web / dark web","Cocaine opiacés amphétamines ","Cocaine opiacés amphétamines ",NA
"2192",2406,"PSYCHO241622","Crack/Freebase (cocaine base)","Poudre","blanche","NQ","Nous détectons de la cocaïne à hauteur de 86%équivalent chlorhydrate. Incertitude sur les mesures +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-13,0,1692967742,"","Crack/Freebase (cocaine base)","Crack/Freebase (cocaine base)","Crack/Freebase (cocaine base)"
"2193",266,"PSY241121","Cocaïne","","Bleue claire","0","Nous détectons de la cocaïne à hauteur de 96% équivalent chlorhydrate. Incertitude sur les mesures +/-10%
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-18,72273,1698709742,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"2194",1972,"PSY242587","4BMC","Cristal","jaune","NQ","Il ne s'agit pas de 3CMC mais de 4BMC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-11,0,1720003741,"Dealer de rue (four)","4BMC","4BMC","Cathinones"
"2195",3218,"PSY253676","Kétamine","Poudre","Blanc","44","Nous détectons 108% équivalent chlorhydrate. Incertitude sur les mesures +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-15,0,1723553342,"Dealer de rue (four)","Kétamine","Kétamine","Kétamine"
"2196",2107,"PSYCHO23558","Kétamine","comprimé","Blanc","63","Nous détectons de la kétamine à hauteur de 102%équivalent chlorhydrate. Incertitude sur les mesures +/-10% ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-01,0,1730375342,"Livreur","Kétamine","Kétamine","Kétamine"
"2197",830,"PSYCHO23380","Cocaïne","Poudre","bleu","90","Nous détectons de la cocaïne à hauteur de 77% équivalent chlorhydrate., ainsi que 3% de procaïne Incertitude sur les mesures +/-10%",1,0,0,0,0,0,0,0,0,3,0,0,0,0,2025-04-08,0,1746010143,"Livreur","Cocaïne","Cocaïne","Cocaïne"
"2198",3133,"PSY253576","Kétamine","Résine","blanc","86","Nous détectons de la kétamine à hauteur de 107% équivalent chlorhydrate. Incertitude sur les mesures +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-30,0,1689943742,"Deep web / dark web","Kétamine","Kétamine","Kétamine"
"2199",1656,"PSY241970","Cocaïne","Poudre","blanc","","Nous détectons de la cocaïne à hauteur de 94% équivalent chlorhydrate. Incertitude sur les mesures +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-25,0,1712270942,"Boutique en ligne","Cocaïne","Cocaïne","Cocaïne"
"2200",1255,"PSY241951","Cocaïne","Poudre","rose","88","Cocaïne 95% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,137,2024-02-23,0,1734724142,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"2201",2982,"PSY254387","NEP","Poudre","marron foncé","82","NEP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-11,0,1712839742,"Deep web / dark web","NEP","NEP","Cathinones"
"2202",920,"PSYCHO242208","Speed (amphétamine)","Cristal","blanche","0","Amphétamine 35% équivalent base soit 47% équivalent sulfate (sel) + Caféine 50%.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-03,0,1739908143,"Deep web / dark web","Speed (amphétamine)","Speed","Speed"
"2203",2888,"PSYCHO243045","Speed (amphétamine)","Poudre","Blanc ","78","Amphétamine 7% base
Caféine 34%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-13,0,1747075742,"Deep web / dark web","speed","Speed","Speed"
"2204",159,"PSY253820","Cocaïne","comprimé","Translucide ","84","Nous détectons de la cocaïne à hauteur de 95% équivalent chlorhydrate. Incertitude sur les teneurs +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-30,0,1729190942,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"2205",1011,"RDRAD241952","Kétamine","Cristal","Blanc","24","Nous détectons de la kétamine à hauteur de 109% équivalent chlorhydrate. Incertitude sur les teneurs +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-01,0,1719254942,"","Kétamine","Kétamine","Kétamine"
"2206",1385,"PSY23287","Kétamine","poudre","Violet","77","Nous détectons de la kétamine à hauteur de 102% équivalent chlorhydrate. Incertitude sur les teneurs +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,8,2025-03-02,0,1725562142,"Réseaux sociaux en ligne","Kétamine","Kétamine","Kétamine"
"2207",1279,"PSY242609","3-MMC","Herbe","blanc","0","2MMC 95% sel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-27,0,1728413342,"Dealer en soirée","3-MMC","3-MMC","Cathinones"
"2208",1193,"PSY241988","Héroïne","Poudre","blanc","THC 7% ; CBD 7% ; CBG <1%","Héroïne 22%
+ Paracétamol 31%
+ Caféine 16%
+ Noscapine 22%
+ Papavérine 2%
",1,37,0,0,28,0,0,0,0,0,0,0,0,0,2025-03-06,0,1739908142,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"2209",2890,"PSY23731","Héroïne","Résine","","11","6-MAM : 1%
Noscapine : 49%
Papavérine: 4%
Caféine : 3,5%
Paracétamol : 6%",0,45,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-02,0,1707486542,"Réseaux sociaux en ligne","Héroïne","Héroïne","Héroïne"
"2210",2083,"RDRAD241562","MDMA","Poudre","Blanc","59","Nous détectons de la MDMA à hauteur de 41% équivalent chlorhydrate. Incertitude sur les teneurs +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-13,0,1725043741,"Dealer de rue (four)","MDMA","MDMA","MDMA"
"2211",2232,"PSY24889","2-MMC","","blanc ","78,55","Nous détectons de la 2MMC à hauteur de 96% équivalent chlorhydrate. Incertitude sur les teneurs +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-06,0,1738180142,"Boutique en ligne","2-MMC","2-MMC","Cathinones"
"2212",1953,"PSY242761","Kétamine","Cristal","Blanche ","THC 45%, CBG 7%, CBN <1%","nous détectons de la kétamine à hauteur de 108% équivalent chlorhydrate. Incertitude sur les teneurs +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-26,72271,1702943342,"Deep web / dark web","Kétamine","Kétamine","Kétamine"
"2213",1597,"PSY241650","Speed (amphétamine)","Herbe","Crystalin","83","caféine 55%
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-23,0,1741204143,"","Speed (amphétamine)","Speed","Speed"
"2214",1531,"PSY253385","Héroïne","Poudre","blanc","80","Liste des analytes et teneurs
héroïne 5%
noscapine 9%
papavérine 1%
caféine 35%
Paracétamol 47%",0,7,0,0,31,0,0,0,0,0,0,0,0,0,2024-10-16,0,1747162142,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"2215",2123,"PSY242722","3-MMC","Poudre","2-FDCK","71","2MMC 94% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07-16,0,1725022142,"Dealer de rue (four)","3-MMC","3-MMC","Cathinones"
"2216",666,"PSY23220","Cocaïne","","Blanc cassé ","79","Cocaine 80% équivalent chlorhydrate
Lévamisole 1%
Lidocaine 3%",1,0,0,0,0,1,0,0,3,0,0,0,0,0,2024-02-04,0,1732045742,"","Cocaïne","Cocaïne","Cocaïne"
"2217",2401,"PSY241078","MDMA","Cristal","blanc","2","MDMA 99% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07-25,0,1716922142,"Deep web / dark web","MDMA","MDMA","MDMA"
"2218",1041,"PSY243137","pentedrone","Cristal","blanc","85","Nous pensons avoir détecté de la pentedrone mais en l'absence d'un témoin nous avons réalisé un envoi SINTES ce jour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-06,0,1726512542,"Deep web / dark web","pentedrone","NEP","Cathinones"
"2219",2856,"PSY242707","4-MMC","Cristal","BLNAC","Amphétamine 4,25% équivalent base","4MMC 98% équivalent chlorhdyrate

+ 1 ENI 
Nous avons réalisé un envoi sintes ce jour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-27,0,1707868142,"Dealer en soirée","4-MMC (mephedrone)","4-MMC (mephedrone)","Cathinones"
"2220",2854,"PSY242062","3-MMC","Cristal","blanc","20","2MMC 98% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-20,0,1742384942,"Livreur","3-MMC","3-MMC","Cathinones"
"2221",3183,"PSY253993","LSD","Poudre","Blanc ","NQ","1cp LSD détecté ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-12,0,1713480541,"Deep web / dark web","LSD","LSD","Hallucinogènes"
"2222",346,"PSY253559","Kétamine","comprimé","blanc","84","Kétamine 104% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-01,0,1706276941,"Deep web / dark web","Kétamine","Kétamine","Kétamine"
"2223",962,"PSY241946","Cocaïne","Poudre","Jaunatre","NQ","Cocaïne 89% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-27,0,1737488942,"Don entre partenaire de conso","Cocaïne","Cocaïne","Cocaïne"
"2224",107,"PSYCHO24884","2-MMC","Buvard / Micropointe","marron","16","2MMC 101% équivalent chlorhydrate. Incertitude sur les teneurs +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-28,0,1734724142,"Réseaux sociaux en ligne","2-MMC","2-MMC","Cathinones"
"2225",475,"PSYCHO242694","Speed (amphétamine)","Poudre","","CBD 13%, THC <1%, CBG <1%, CBC <1%","l'échantillon reçu été collé au sachet zippé, il était compliqué pour nous d'en sortir la poudre, pas suffisament pour quantifier
Pourriez vous à l'avenir envoyer les échantillons dans un pochon tel que décrit sur le forum?",0,0,0,0,55,0,0,0,0,0,0,0,0,0,2025-04-06,0,1698709742,"Réseaux sociaux en ligne","Speed (amphétamine)","Speed","Speed"
"2226",276,"RDRAD241130","Speed (amphétamine)","Cristal","blanc","38","Laboratoire Checklabs, CMSEA Centre des Wads. Analys",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-07,0,1744656543,"Don entre partenaire de conso","Speed (amphétamine)","Speed","Speed"
"2227",2566,"PSY243084","Héroïne","Poudre","Blanc","0","Paracétamol : 52%
Caféine : 29%
Noscapine : 4%
Papavérine : 1%",1,80,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-01,0,1711460942,"Revendeur occasionnel","Héroïne","Héroïne","Héroïne"
"2228",823,"PSY23277","Héroïne","","blanche","0","Héroïne 21%
Paracétamol 34%
6MAM 1%
Caféine 24%
Noscapine 16%
Papavérine 1%",0,7,0,0,6,0,0,0,0,0,0,0,0,0,2024-10-23,0,1728672542,"Livreur","Héroïne","Héroïne","Héroïne"
"2229",2991,"RDRAD253463","4-MMC","Poudre","Bleue claire","93","4MMC 102% équivalent chlorhydrate. Incertitude sur les teneurs +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-06,0,1731678542,"Deep web / dark web","4-MMC (mephedrone)","4-MMC (mephedrone)","Cathinones"
"2230",1975,"PSY242890","4-MMC","Poudre","Blanc","71","4MMC 92% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-18,0,1728155432,"","4-MMC (mephedrone)","4-MMC (mephedrone)","Cathinones"
"2231",1443,"PSY241086","Cocaïne","Poudre","brun-beige","0","Nous détectons de la cocaïne à hauteur de 94% équivalent chlorhydrate. Incertitude sur les teneurs +/-10%",0,0,0,0,0,0,0,0,0,0,0,0,0,177,2025-04-06,0,1695422942,"Boutique en ligne","Cocaïne","Cocaïne","Cocaïne"
"2232",3123,"PSY253477","3-MMC","Cristal","Beige","35","2MMC 100% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-27,0,1716317341,"Deep web / dark web","3-MMC","3-MMC","Cathinones"
"2233",2699,"RDRAD253434","Kétamine","Poudre","Blanc ","81","Bonjour nous avons réalisé 3 analyses sans succès. Nous allons réaliser une CCM dès la semaine prochaine 

Pourriez-vous nous donner + de détail sur l'effet inattendu ? 

update nous ne détectons pas de produit par CCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-13,0,1710200942,"Dealer de rue (four)","Kétamine","Kétamine","Kétamine"
"2234",907,"RDRAD242987","Kétamine","Poudre","blanc","82","Kétamine 103% équivalent chlorhydrate

l'effet indésirable peut être du à au mode d'administration...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-08-13,0,1729104542,"Dealer de rue (four)","Kétamine","Kétamine","Kétamine"
"2235",1798,"PSY253398","Cocaïne","Poudre","blanc","THC 47%, CBD 1%, CBG 8%, CBN 5%, CBC 6%","Cocaine 98% équivalent chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-17,0,1719341341,"Dealer en soirée","Cocaïne","Cocaïne","Cocaïne"
"2236",2145,"PSY241710","MDMA","Cristal","","38","MDMA 40% équivalent chlorhydrate

soit 153 mg de MDMA dans un cp de 384 mg ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-07-11,0,1732650541,"Don entre partenaire de conso","MDMA","MDMA","MDMA"
"2237",1476,"PSY241604","Héroïne","Résine","blanche","74","Paracétamol 33%
Caféine 25%
6-MAM 5%
Héroïne 14%
Noscapine 15%
Papav 1%",1,0,0,0,17,0,0,0,0,0,0,0,0,0,2024-11-28,0,1689943742,"Revendeur occasionnel","Héroïne","Héroïne","Héroïne"
"2238",2725,"PSY253545","Héroïne","Poudre","marron clair","30","Héroïne 44.1% 
Paracétamol 13.4%
Caféine 10.3%
Noscapine 25.4%
Papavérine 1.6%
6MAM <1%",1,30,0,0,9,0,0,0,0,0,0,0,0,203,2024-09-16,0,1721414942,"Dealer de rue (four)","Héroïne","Héroïne","Héroïne"
"2239",1863,"PSY242581","Héroïne","Poudre","blanc","59","ATTENTION : vous avez mis tous vos échantillons sans les coder directement (2 cocaine dans 2 pochons différents sans code....). De plus vous avez mis 2 comprimés d'ecstasy dans le même pochon. Chaque produit doit être mis seul dans un képa ou un eppendorf de préférence. 
Enfin, merci de ne pas mettre votre prénom/nom dans l'enveloppe..
3 de vos échantillons semblent contaminés par d'autres échantillons. Merci de manipuler chaque produit de façon précautionneuse. 

Paracétamol 26%
Caféine 16%
Héroïne 28%
Noscapine 23%
Papavérine 2%",1,15,0,0,20,0,0,0,0,0,0,0,0,0,2024-03-25,0,1744022942,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"2240",2021,"PSYCHO242793","Héroïne","Poudre","Blanche","84","teneurs en héroïne, alcaloïdes et adultérants (en équivalent base)
Héroïne 7,9
6MAM 1,2%
Noscapine 5,8%
Papavérine 0,8%
Paracetamol 56%
Caféine 28%

Nous rendons les résultats avec une incertitude de +/-10% de la valeur chiffrée",0,0,0,0,31,0,0,0,0,0,0,0,0,0,2024-06-23,0,1727434142,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"2241",1073,"PSY242304","Héroïne","Cristal","","88","Nous n'avons pas détecté d'héroïne, par contre nous avons identifié de la MDMA à 94.3% équivalent chlorhydrate avec une marge d'incertitude de 10%.",1,0,0,0,18,0,0,0,0,0,0,0,0,0,2025-05-15,0,1721933342,"Deep web / dark web","Héroïne","Héroïne","Héroïne"
"2242",1200,"PSY23502","Cannabis / Herbe","Cristal","blanche","25","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-16,0,1726858141,"Deep web / dark web","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"2243",1891,"PSY241553","Cannabis / Herbe","Cristal","Jaune et blanc","0","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-21,0,1707486542,"Deep web / dark web","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"2244",2087,"PSY242413","Fleur de CBD","Poudre","Noir","0","Présence également d'un second pic en plus du CBD, d'une molécule non identifiable.

Nous allons envoyer l'échantillon au dispositif SINTES pour identifier ce composé.

Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-11-07,0,1743706142,"Réseaux sociaux en ligne","Fleur de CBD","Cannabis (THC/CBD)","Cannabinoïdes"
"2245",2642,"PSY242202","MDMA","Poudre","Légèrement brûnatre","83","MDMA 99% équivalent chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,246,2025-01-20,0,1716576542,"Deep web / dark web","MDMA","MDMA","MDMA"
"2246",336,"PSY253273","Kétamine","comprimé","Blanc","72","Kétamine 105% équivalent chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-27,0,1707176942,"","Kétamine","Kétamine","Kétamine"
"2247",2413,"PSY23492","2C-B","Cristal","Brun très clair ","NQ","2C-B 9% sel 
soit 17 mg de 2C-B dans un p de 190 mg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-01,0,1714387742,"Dealer de rue (four)","2C-B","2C-B","Hallucinogènes"
"2248",1479,"RDRAD243255","MDMA","Cristal","BLANC","36","MDMA 44% équivalent chlorhydrate 
soit 320 mg de MDMA dans un cp de 727 mg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12,0,1748630942,"Deep web / dark web","MDMA","MDMA","MDMA"
"2249",528,"PSY253273","MDMA","","vert","73","MDMA 97% équivalent chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-06-10,0,1722019742,"Deep web / dark web","MDMA","MDMA","MDMA"
"2250",3091,"RDRAD242686","Cocaïne","Cristal","vert","Alpha PIHP","Cocaïne 93% équivalent chlorhydrate 
Phénacétine 5%",1,0,0,0,0,0,5,0,0,0,0,0,0,207,2024-01-23,0,1689943742,"Dealer de rue (four)","Cocaïne","Cocaïne","Cocaïne"
"2251",2200,"PSY242736","Cocaïne","Poudre","ROSE","75","Cocaïne 91% équivalent chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01-24,0,1732564142,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"2252",1468,"RDRADISTANCE23395","Cocaïne","Poudre","beige","","Cocaïne 94% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-10,0,1709768942,"Deep web / dark web","Cocaïne","Cocaïne","Cocaïne"
"2253",1369,"PSYCHO241143","3-MMC","Poudre","Blanc","0","2MMC 98% équivalent chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09-27,0,1736538542,"Réseaux sociaux en ligne","3-MMC","3-MMC","Cathinones"
"2254",495,"PSY242237","Cannabis / Herbe","Cristal","blanc","","Analysé par HPLC, laboratoire Checklabs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02-12,0,1732045742,"Dealer de rue (four)","Cannabis / Herbe","Cannabis (THC/CBD)","Cannabinoïdes"
"2255",185,"PSY241024","MDMA","Cristal","vert foncé","18","MDMA 99% équivalent chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03-30,0,1695163743,"Dealer en soirée","MDMA","MDMA","MDMA"
"2256",600,"PSY253875","Cocaïne","Poudre","blanc","NQ","Cocaïne 93% équivalent chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-19,0,1700833741,"Livreur","Cocaïne","Cocaïne","Cocaïne"
"2257",2578,"PSY23263","3-CMC","Poudre","Transparent","92","3-CMC 83% équivalent chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-27,0,1720003742,"Dealer de rue (four)","3-CMC","3-CMC","Cathinones"
"2258",929,"PSY23714","Cocaïne","comprimé","","4-HO-MET","Cocaïne 87% équivalent chlorhydrate 
Caféine 3%
Procaïne 8% équivalent chlorhydrate ",1,0,0,0,3,0,0,0,0,8,0,0,0,0,2024-08-14,0,1746010142,"Dealer de rue (four)","Cocaïne","Cocaïne","Cocaïne"
"2259",731,"PSY243164","Cocaïne","","Blanc","80,14","Cocaïne 91% équivalent chlorhydrate 
Caféine 2%
Procaïne 10% équivalent chlorhydrate ",1,0,0,0,2,0,0,0,0,10,0,0,0,0,2025-05-20,0,1729104542,"Réseaux sociaux en ligne","Cocaïne","Cocaïne","Cocaïne"
"2260",2858,"PSY24894","Kétamine","Buvard / Micropointe","Rose Love","0","Kétamine 103% équivalent chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-19,0,1745520542,"Réseaux sociaux en ligne","Kétamine","Kétamine","Kétamine"
"2261",1484,"PSY242231","MDMA","comprimé","","91","MDMA 35% équivalent chlorhydrate
soit 150 mg de MDMA dans un cp de 429 mg ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-02-11,0,0,"","MDMA","MDMA","MDMA"
"2262",782,"RDRAD242860","Kétamine","Poudre","Marron beige","30","Kétamine 106% équivalent chlorhydrate ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-27,0,1729104542,"Deep web / dark web","Kétamine","Kétamine","Kétamine"
"2263",2475,"PSY241691","3-MMC","Résine","blanche","30","2MMC 97% équivalent chlorhydrate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12-02,0,1743418142,"","3-MMC","3-MMC","Cathinones"
"2264",371,"PSY24853","MDMA","Cristal","Blanc Champagne ","0","MDMA 40% équivalent chlorhydrate
soit 194 mg de MDMA dans un cp de 487 mg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-06,0,1714387742,"Deep web / dark web","MDMA","MDMA","MDMA"
